"datetime","rainfall","lat","lon","study"
"2019-06-03",0.00815217391304348,24.8,67.2,"VITAL"
"2019-06-04",0.00815217391304348,24.8,67.2,"VITAL"
"2019-06-05",0.0298913043478261,24.8,67.2,"VITAL"
"2019-06-06",0.0260093167701863,24.8,67.2,"VITAL"
"2019-06-07",0.185947204968944,24.8,67.2,"VITAL"
"2019-06-08",0.204580745341615,24.8,67.2,"VITAL"
"2019-06-09",0.11723602484472,24.8,67.2,"VITAL"
"2019-06-10",0.0671583850931677,24.8,67.2,"VITAL"
"2019-06-11",0.00543478260869565,24.8,67.2,"VITAL"
"2019-06-12",0.0077639751552795,24.8,67.2,"VITAL"
"2019-06-13",0.00349378881987578,24.8,67.2,"VITAL"
"2019-06-14",0.030667701863354,24.8,67.2,"VITAL"
"2019-06-15",0.0186335403726708,24.8,67.2,"VITAL"
"2019-06-16",0.0372670807453416,24.8,67.2,"VITAL"
"2019-06-17",0.315993788819876,24.8,67.2,"VITAL"
"2019-06-18",0.327639751552795,24.8,67.2,"VITAL"
"2019-06-19",0.281055900621118,24.8,67.2,"VITAL"
"2019-06-20",0.114130434782609,24.8,67.2,"VITAL"
"2019-06-21",0.229037267080745,24.8,67.2,"VITAL"
"2019-06-22",0.0625,24.8,67.2,"VITAL"
"2019-06-23",0.00388198757763975,24.8,67.2,"VITAL"
"2019-06-24",0.00582298136645963,24.8,67.2,"VITAL"
"2019-06-25",0.00388198757763975,24.8,67.2,"VITAL"
"2019-06-26",0.0015527950310559,24.8,67.2,"VITAL"
"2019-06-27",0.0516304347826087,24.8,67.2,"VITAL"
"2019-06-28",0.865295031055901,24.8,67.2,"VITAL"
"2019-06-29",0.283385093167702,24.8,67.2,"VITAL"
"2019-06-30",0.00737577639751553,24.8,67.2,"VITAL"
"2019-07-01",0.00427018633540373,24.8,67.2,"VITAL"
"2019-07-02",0.267468944099379,24.8,67.2,"VITAL"
"2019-07-03",0.159937888198758,24.8,67.2,"VITAL"
"2019-07-04",0.0178571428571429,24.8,67.2,"VITAL"
"2019-07-05",0.00659937888198758,24.8,67.2,"VITAL"
"2019-07-06",0.0811335403726708,24.8,67.2,"VITAL"
"2019-07-07",0.259704968944099,24.8,67.2,"VITAL"
"2019-07-08",0.334239130434783,24.8,67.2,"VITAL"
"2019-07-09",0.015527950310559,24.8,67.2,"VITAL"
"2019-07-10",0.00427018633540373,24.8,67.2,"VITAL"
"2019-07-11",0.00659937888198758,24.8,67.2,"VITAL"
"2019-07-12",0.00854037267080745,24.8,67.2,"VITAL"
"2019-07-13",0.0326086956521739,24.8,67.2,"VITAL"
"2019-07-14",0.0128105590062112,24.8,67.2,"VITAL"
"2019-07-15",0.0205745341614907,24.8,67.2,"VITAL"
"2019-07-16",0.0368788819875776,24.8,67.2,"VITAL"
"2019-07-17",0.0411490683229814,24.8,67.2,"VITAL"
"2019-07-18",0.0271739130434783,24.8,67.2,"VITAL"
"2019-07-19",0.00659937888198758,24.8,67.2,"VITAL"
"2019-07-20",0.0046583850931677,24.8,67.2,"VITAL"
"2019-07-21",0.0372670807453416,24.8,67.2,"VITAL"
"2019-07-22",0.518245341614907,24.8,67.2,"VITAL"
"2019-07-23",0.198757763975155,24.8,67.2,"VITAL"
"2019-07-24",0.0194099378881988,24.8,67.2,"VITAL"
"2019-07-25",0.0120341614906832,24.8,67.2,"VITAL"
"2019-07-26",0.00116459627329193,24.8,67.2,"VITAL"
"2019-07-27",0.00582298136645963,24.8,67.2,"VITAL"
"2019-07-28",0.0427018633540373,24.8,67.2,"VITAL"
"2019-07-29",0.00582298136645963,24.8,67.2,"VITAL"
"2019-07-30",0.0260093167701863,24.8,67.2,"VITAL"
"2019-07-31",0.00504658385093168,24.8,67.2,"VITAL"
"2019-08-01",0.047360248447205,24.8,67.2,"VITAL"
"2019-08-02",0.0625,24.8,67.2,"VITAL"
"2019-08-03",0.00271739130434783,24.8,67.2,"VITAL"
"2019-08-04",0.00815217391304348,24.8,67.2,"VITAL"
"2019-08-05",0.00116459627329193,24.8,67.2,"VITAL"
"2019-08-06",0.00582298136645963,24.8,67.2,"VITAL"
"2019-08-07",0.00543478260869565,24.8,67.2,"VITAL"
"2019-08-08",0.00737577639751553,24.8,67.2,"VITAL"
"2019-08-09",0.0062111801242236,24.8,67.2,"VITAL"
"2019-08-10",0.0077639751552795,24.8,67.2,"VITAL"
"2019-08-11",0.063276397515528,24.8,67.2,"VITAL"
"2019-08-12",0.0349378881987578,24.8,67.2,"VITAL"
"2019-08-13",0.00349378881987578,24.8,67.2,"VITAL"
